EMP NO,AGE,MARITAL STATUS,GENDER,EDU_ID,JOB_ID,BUSINESS TRAVEL,CF_ATTRITION LABEL,OVER TIME,DISTANCE FROM HOME,TRAINING TIMES LAST YEAR,HOURLY RATE,DAILY RATE,MONTHLY RATE,MONTHLY INCOME,JOB INVOLVEMENT,JOB SATISFACTION,ENVIRONMENT SATISFACTION,RELATIONSHIP SATISFACTION,PERCENT SALARY HIKE,WORK LIFE BALANCE,PERFORMANCE RATING,NUM COMPANIES WORKED,TOTAL WORKING YEARS,YEARS AT COMPANY,YEARS IN CURRENT ROLE,YEARS SINCE LAST PROMOTION,YEARS WITH CURR MANAGER,DATE JOINED,,,,,,
STAFF-2200,41,DIVORCED,FEMALE,6,7,NON-TRAVEL,CURRENT EMPLOYEES,NO,7,3,55,247,20284,19973,1,3,2,2,22,3,4,1,21,21,16,5,10,22-04-03,,,,,,
STAFF-2201,38,SINGLE,MALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,3,1,42,1035,4981,6861,3,4,2,3,12,3,3,8,19,1,0,0,0,21-12-23,,,,,,
STAFF-2202,26,SINGLE,MALE,17,10,NON-TRAVEL,EX-EMPLOYEES,NO,29,6,79,265,21813,4969,1,1,2,4,18,3,3,8,7,2,2,2,2,03-01-22,,,,,,
STAFF-2203,52,MARRIED,FEMALE,11,9,TRAVEL_RARELY,EX-EMPLOYEES,NO,2,3,57,266,25846,19845,1,4,1,4,15,3,3,1,33,32,14,6,9,02-04-92,,,,,,
STAFF-2204,44,MARRIED,FEMALE,18,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,28,2,53,1448,11737,13320,4,4,4,3,18,3,3,3,23,12,11,11,11,16-02-12,,,,,,
STAFF-2205,50,MARRIED,FEMALE,8,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,1,3,95,145,24920,6347,3,3,4,1,12,3,3,0,19,18,7,0,13,23-11-06,,,,,,
STAFF-2206,36,SINGLE,FEMALE,9,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,16,1,43,885,8269,2743,4,1,3,3,16,3,3,1,18,17,13,15,14,03-07-07,,,,,,
STAFF-2207,39,SINGLE,FEMALE,18,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,22,2,82,945,5083,10880,3,1,4,3,13,3,3,1,21,21,6,2,8,03-12-03,,,,,,
STAFF-2208,33,SINGLE,FEMALE,6,11,NON-TRAVEL,CURRENT EMPLOYEES,NO,8,2,88,1038,21437,2342,2,4,2,4,19,2,3,0,3,2,2,2,2,21-07-22,,,,,,
STAFF-2209,45,MARRIED,FEMALE,7,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,11,4,90,1234,5404,17650,3,4,4,2,13,4,3,3,26,9,3,1,1,22-08-15,,,,,,
STAFF-2210,32,SINGLE,FEMALE,19,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,29,2,69,1109,11135,4025,3,3,4,2,12,3,3,9,10,8,7,7,7,17-11-16,,,,,,
STAFF-2211,34,DIVORCED,MALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,75,216,12278,9725,4,4,2,4,11,2,3,0,16,15,1,0,9,27-09-09,,,,,,
STAFF-2212,59,MARRIED,MALE,27,9,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,1,1,66,1089,11038,11904,3,4,2,3,14,1,3,3,14,6,4,0,4,18-12-18,,,,,,
STAFF-2213,45,SINGLE,MALE,19,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,24,3,36,788,8318,2177,3,2,2,1,16,3,3,1,6,6,3,0,4,03-03-18,,,,,,
STAFF-2214,53,MARRIED,FEMALE,13,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,2,38,124,23537,7525,2,2,3,1,12,3,3,2,30,15,7,6,12,24-07-09,,,,,,
STAFF-2215,36,DIVORCED,MALE,23,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,15,3,81,660,7858,4834,3,3,1,2,14,2,3,7,9,1,0,0,0,09-05-23,,,,,,
STAFF-2216,26,MARRIED,MALE,8,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,2,2,57,342,15346,2042,3,1,1,2,14,3,3,6,6,3,2,1,2,06-01-21,,,,,,
STAFF-2217,34,MARRIED,FEMALE,9,11,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,2,87,1333,18410,2220,3,3,3,4,19,3,3,1,1,1,1,0,0,06-01-23,,,,,,
STAFF-2218,28,MARRIED,MALE,16,11,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,5,74,1144,23384,1052,3,2,4,2,22,3,4,1,1,1,0,0,0,19-11-23,,,,,,
STAFF-2219,38,MARRIED,MALE,24,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,3,2,44,1186,2997,2821,3,3,3,1,16,3,3,3,8,2,2,2,2,24-12-22,,,,,,
STAFF-2220,50,MARRIED,MALE,19,7,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,2,2,62,1464,12853,19237,3,3,2,4,11,2,3,2,29,8,1,7,7,28-11-16,,,,,,
STAFF-2221,37,SINGLE,FEMALE,23,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,3,35,124,13848,4107,3,2,4,1,15,2,3,3,8,4,3,0,1,23-05-20,,,,,,
STAFF-2222,40,MARRIED,MALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,26,3,74,300,22217,8396,3,1,3,2,14,2,3,1,8,7,7,7,5,25-08-17,,,,,,
STAFF-2223,26,DIVORCED,FEMALE,16,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,1,5,66,921,25265,2007,2,3,1,3,13,3,3,1,5,5,3,1,3,23-03-19,,,,,,
STAFF-2224,46,DIVORCED,MALE,19,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,0,40,430,21445,19627,3,4,4,4,17,3,3,9,23,2,2,2,2,22-04-22,,,,,,
STAFF-2225,54,MARRIED,FEMALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,4,41,1082,8392,10686,2,3,3,2,11,3,3,6,13,9,4,7,0,08-12-15,,,,,,
STAFF-2226,56,MARRIED,FEMALE,18,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,9,4,63,1240,12154,2942,3,3,1,2,19,3,3,2,18,5,4,0,3,15-10-19,,,,,,
STAFF-2227,36,SINGLE,FEMALE,20,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,12,2,51,796,15669,8858,2,4,4,2,11,2,3,0,15,14,8,7,8,18-05-10,,,,,,
STAFF-2228,55,SINGLE,MALE,16,5,NON-TRAVEL,CURRENT EMPLOYEES,NO,2,3,40,444,17323,16756,2,1,3,2,15,4,3,7,31,9,7,6,2,19-11-15,,,,,,
STAFF-2229,43,DIVORCED,MALE,18,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,25,5,79,415,5268,10798,2,4,3,3,13,3,3,5,18,1,0,0,0,02-07-23,,,,,,
STAFF-2230,20,SINGLE,FEMALE,13,11,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,9,3,54,769,17205,2323,3,4,4,2,14,3,3,1,2,2,2,0,2,04-07-22,,,,,,
STAFF-2231,21,SINGLE,FEMALE,8,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,10,6,36,1334,17258,1416,2,1,3,1,13,2,3,1,1,1,0,1,0,13-09-23,,,,,,
STAFF-2232,46,DIVORCED,FEMALE,9,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,8,2,74,1003,21029,4615,2,1,4,1,23,3,4,8,19,16,13,1,7,27-12-08,,,,,,
STAFF-2233,51,MARRIED,MALE,9,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,4,2,34,1323,10332,2461,3,3,1,3,12,4,3,9,18,10,0,2,7,14-04-14,,,,,,
STAFF-2234,28,SINGLE,MALE,27,3,NON-TRAVEL,EX-EMPLOYEES,NO,24,2,72,1366,12355,8722,2,1,2,1,12,2,3,1,10,10,7,1,9,14-12-14,,,,,,
STAFF-2235,26,MARRIED,MALE,17,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,59,192,11141,3955,2,1,1,1,16,3,3,1,6,5,3,1,3,04-12-19,,,,,,
STAFF-2236,30,MARRIED,MALE,23,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,20,1,85,1176,9096,9957,3,1,3,3,15,2,3,0,7,6,2,0,2,21-03-18,,,,,,
STAFF-2237,41,MARRIED,FEMALE,27,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,3,43,509,18863,3376,4,3,2,3,13,3,3,1,10,10,6,0,8,17-02-14,,,,,,
STAFF-2238,38,MARRIED,FEMALE,6,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,17,4,65,330,24608,8823,2,3,3,1,18,2,3,0,20,19,9,1,9,17-04-05,,,,,,
STAFF-2239,40,MARRIED,MALE,29,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,20,6,61,1492,26542,10322,3,4,1,4,20,3,4,4,14,11,10,11,1,01-04-13,,,,,,
STAFF-2240,27,MARRIED,MALE,10,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,8,4,87,1277,5869,4621,1,3,1,4,19,3,3,1,3,3,2,1,2,22-07-21,,,,,,
STAFF-2241,55,MARRIED,MALE,6,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,4,65,1091,15813,10976,3,2,4,2,18,3,3,3,23,3,2,1,2,03-05-21,,,,,,
STAFF-2242,28,SINGLE,FEMALE,23,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,4,59,857,7909,3660,3,3,3,4,13,4,3,3,10,8,7,1,7,08-05-16,,,,,,
STAFF-2243,44,MARRIED,MALE,17,1,TRAVEL_RARELY,EX-EMPLOYEES,NO,1,1,91,1376,2326,10482,2,1,2,4,14,3,3,9,24,20,6,3,6,08-08-04,,,,,,
STAFF-2244,33,DIVORCED,MALE,8,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,5,2,34,654,21214,7119,2,4,4,3,15,3,3,4,9,3,2,1,2,21-05-21,,,,,,
STAFF-2245,35,SINGLE,MALE,28,10,TRAVEL_RARELY,EX-EMPLOYEES,YES,4,2,86,1204,10333,9582,3,1,4,1,22,3,4,0,9,8,7,4,7,15-11-16,,,,,,
STAFF-2246,33,SINGLE,FEMALE,19,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,29,4,54,827,3129,4508,2,3,1,2,22,3,4,1,14,13,7,3,8,13-11-11,,,,,,
STAFF-2247,28,DIVORCED,MALE,7,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,15,5,50,895,22482,2207,3,3,1,4,16,2,3,1,4,4,2,2,2,19-11-20,,,,,,
STAFF-2248,34,SINGLE,MALE,6,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,3,1,45,618,22266,7756,3,4,1,3,17,2,3,0,7,6,2,0,4,16-06-18,,,,,,
STAFF-2249,37,DIVORCED,FEMALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,5,88,309,24223,6694,2,4,4,3,14,3,3,2,8,1,0,0,0,26-05-23,,,,,,
STAFF-2250,25,MARRIED,MALE,26,4,TRAVEL_RARELY,EX-EMPLOYEES,YES,4,3,32,1219,4605,3691,3,4,4,2,15,4,3,1,7,7,7,5,6,06-02-17,,,,,,
STAFF-2251,26,DIVORCED,MALE,18,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,21,0,37,1330,19373,2377,3,3,1,3,20,2,4,1,1,1,1,0,0,12-08-23,,,,,,
STAFF-2252,33,SINGLE,MALE,18,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,25,0,55,1017,2993,2313,2,2,1,2,20,3,4,4,5,2,2,2,2,04-12-22,,,,,,
STAFF-2253,42,MARRIED,MALE,17,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,35,469,14399,17665,3,1,4,4,17,3,3,0,23,22,6,13,7,02-01-02,,,,,,
STAFF-2254,28,DIVORCED,MALE,18,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,1,2,45,1009,7160,2596,2,2,1,1,15,3,3,1,1,1,0,0,0,05-05-23,,,,,,
STAFF-2255,50,SINGLE,MALE,24,10,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,1,4,81,959,17251,4728,3,3,4,4,14,3,3,3,5,0,0,0,0,02-03-24,,,,,,
STAFF-2256,33,MARRIED,FEMALE,8,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,7,3,30,970,13401,4302,3,2,4,3,17,3,3,0,4,3,2,0,2,10-10-21,,,,,,
STAFF-2257,34,MARRIED,MALE,9,8,NON-TRAVEL,CURRENT EMPLOYEES,NO,3,2,40,697,22478,2979,2,4,3,4,17,3,3,3,6,0,0,0,0,12-10-24,,,,,,
STAFF-2258,48,SINGLE,MALE,19,5,NON-TRAVEL,CURRENT EMPLOYEES,NO,1,3,35,1262,16154,16885,4,4,1,3,22,2,4,2,27,5,4,2,1,13-08-19,,,,,,
STAFF-2259,45,MARRIED,FEMALE,9,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,9,2,65,1050,17970,5593,2,3,2,4,13,3,3,1,15,15,10,4,12,03-09-09,,,,,,
STAFF-2260,52,SINGLE,MALE,9,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,4,87,994,15322,10445,3,2,2,4,19,3,3,7,18,8,6,4,0,03-05-16,,,,,,
STAFF-2261,38,DIVORCED,MALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,2,73,770,5569,8740,2,3,3,2,14,3,3,0,9,8,7,2,7,11-11-16,,,,,,
STAFF-2262,29,DIVORCED,FEMALE,9,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,28,1,93,1107,26968,2514,3,4,3,1,22,3,4,4,11,7,5,1,7,05-05-17,,,,,,
STAFF-2263,28,DIVORCED,FEMALE,18,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,3,93,950,8039,7655,3,2,4,2,17,2,3,0,10,9,7,1,7,13-03-15,,,,,,
STAFF-2264,46,MARRIED,MALE,11,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,3,52,406,15596,17465,3,3,1,4,12,3,3,3,23,12,9,4,9,25-12-12,,,,,,
STAFF-2265,38,SINGLE,MALE,12,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,32,130,20619,7351,3,2,4,3,16,3,3,7,10,1,0,0,0,11-09-23,,,,,,
STAFF-2266,43,MARRIED,FEMALE,8,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,27,1,83,1082,11535,10820,3,1,3,3,11,3,3,8,18,8,7,0,1,13-09-16,,,,,,
STAFF-2267,39,DIVORCED,MALE,8,3,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,2,4,84,203,13547,12169,3,4,1,4,11,3,3,7,21,18,7,11,5,12-01-06,,,,,,
STAFF-2268,40,SINGLE,MALE,18,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,14,2,44,1308,17544,19626,2,3,3,1,14,4,3,1,21,20,7,4,9,27-06-04,,,,,,
STAFF-2269,21,SINGLE,FEMALE,26,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,1,6,70,984,25326,2070,2,2,4,3,11,4,3,1,2,2,2,2,2,17-09-22,,,,,,
STAFF-2270,39,SINGLE,MALE,8,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,9,2,70,439,8770,6782,3,2,3,3,15,2,3,9,9,5,4,0,3,20-03-19,,,,,,
STAFF-2271,36,SINGLE,MALE,9,6,NON-TRAVEL,CURRENT EMPLOYEES,NO,18,0,78,217,23238,7779,3,4,1,1,20,3,4,2,18,11,9,0,9,01-02-13,,,,,,
STAFF-2272,31,MARRIED,MALE,8,11,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,20,4,67,793,21981,2791,4,4,3,1,12,3,3,0,3,2,2,2,2,10-11-22,,,,,,
STAFF-2273,28,MARRIED,MALE,6,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,67,1451,19911,3201,2,2,1,1,17,1,3,0,6,5,3,0,4,21-03-19,,,,,,
STAFF-2274,35,DIVORCED,MALE,12,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,11,3,54,1182,18500,4968,3,4,4,4,11,3,3,1,5,5,2,0,2,22-05-19,,,,,,
STAFF-2275,49,MARRIED,MALE,29,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,8,3,56,174,11879,13120,2,2,4,2,17,3,3,6,22,9,8,2,3,11-02-15,,,,,,
STAFF-2276,34,SINGLE,MALE,7,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,3,95,1003,15834,4033,3,3,4,4,11,2,3,2,5,3,2,0,2,02-07-21,,,,,,
STAFF-2277,29,DIVORCED,FEMALE,8,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,10,2,61,490,17940,3291,3,2,4,4,14,2,3,0,8,7,5,1,1,07-01-17,,,,,,
STAFF-2278,42,SINGLE,MALE,18,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,29,3,56,188,9558,4272,1,4,2,1,19,3,3,4,16,1,0,0,0,18-08-23,,,,,,
STAFF-2279,29,MARRIED,MALE,16,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,8,2,79,718,17689,5056,2,4,2,3,15,2,3,1,10,10,7,1,2,03-07-14,,,,,,
STAFF-2280,38,MARRIED,MALE,3,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,37,433,6004,2844,4,3,3,4,13,4,3,1,7,7,6,5,0,04-04-17,,,,,,
STAFF-2281,28,DIVORCED,MALE,8,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,6,2,39,773,22088,2703,2,3,3,4,14,3,3,1,3,3,1,0,2,02-10-21,,,,,,
STAFF-2282,18,SINGLE,MALE,16,4,NON-TRAVEL,EX-EMPLOYEES,NO,8,0,80,247,13556,1904,3,3,3,4,12,3,3,1,0,0,0,0,0,10-03-24,,,,,,
STAFF-2283,33,SINGLE,FEMALE,14,10,TRAVEL_RARELY,EX-EMPLOYEES,YES,9,3,77,603,18385,8224,3,1,1,1,17,3,3,0,6,5,2,0,3,07-03-19,,,,,,
STAFF-2284,41,MARRIED,MALE,9,4,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,12,4,46,167,9051,4766,3,4,2,1,11,3,3,3,6,1,0,0,0,23-09-23,,,,,,
STAFF-2285,31,MARRIED,MALE,18,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,15,5,72,874,6233,2610,3,3,3,3,12,2,3,1,2,2,2,2,2,10-01-22,,,,,,
STAFF-2286,37,DIVORCED,FEMALE,17,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,25,2,52,367,17171,5731,2,4,3,3,13,3,3,7,9,6,2,1,3,07-06-18,,,,,,
STAFF-2287,27,MARRIED,MALE,8,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,6,0,55,199,7950,2539,2,3,4,3,13,3,3,1,4,4,2,2,2,17-07-20,,,,,,
STAFF-2288,34,MARRIED,FEMALE,6,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,3,70,1400,5829,5714,3,3,2,1,20,2,4,1,6,6,5,1,3,12-04-18,,,,,,
STAFF-2289,35,SINGLE,MALE,29,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,8,2,100,528,7108,4323,3,3,3,2,17,1,3,1,6,5,4,1,4,17-10-19,,,,,,
STAFF-2290,29,MARRIED,FEMALE,6,10,TRAVEL_RARELY,EX-EMPLOYEES,NO,23,3,45,408,11162,7336,2,1,4,1,13,1,3,1,11,11,8,3,10,03-07-13,,,,,,
STAFF-2291,40,SINGLE,FEMALE,19,7,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,9,3,88,593,13782,13499,3,3,2,3,17,2,3,9,20,18,7,2,13,16-01-06,,,,,,
STAFF-2292,42,SINGLE,MALE,8,10,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,12,2,44,481,2447,13758,3,1,3,2,12,2,3,0,22,21,9,13,14,07-11-03,,,,,,
STAFF-2293,42,SINGLE,MALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,4,3,45,647,2253,5155,3,1,2,4,13,4,3,7,9,6,4,1,5,28-09-18,,,,,,
STAFF-2294,35,MARRIED,MALE,19,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,58,982,16340,2258,2,3,4,2,12,3,3,6,10,8,0,1,7,26-02-16,,,,,,
STAFF-2295,24,SINGLE,MALE,18,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,24,2,49,477,6409,3597,3,2,4,4,22,3,4,8,6,4,3,1,2,23-04-20,,,,,,
STAFF-2296,28,MARRIED,FEMALE,6,4,TRAVEL_RARELY,EX-EMPLOYEES,YES,12,4,79,1485,22955,2515,3,4,3,4,11,2,3,1,1,1,1,0,0,03-05-23,,,,,,
STAFF-2297,26,MARRIED,MALE,19,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,2,82,1384,13421,4420,4,4,1,2,22,3,4,1,8,8,7,0,7,14-11-16,,,,,,
STAFF-2298,30,MARRIED,MALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,3,72,852,2706,6578,2,3,3,1,18,3,3,1,10,10,3,1,4,09-12-14,,,,,,
STAFF-2299,40,MARRIED,FEMALE,17,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,26,3,92,902,21203,4422,2,4,3,4,13,1,3,3,16,1,1,0,0,19-02-23,,,,,,
STAFF-2300,35,DIVORCED,MALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,44,819,19588,10274,2,2,3,2,18,4,3,2,15,7,7,6,4,13-06-17,,,,,,
STAFF-2301,34,SINGLE,MALE,18,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,1,3,97,669,25755,5343,2,1,4,3,20,3,4,0,14,13,9,4,9,13-07-11,,,,,,
STAFF-2302,35,MARRIED,MALE,24,4,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,4,2,47,636,26537,2376,2,4,4,2,13,4,3,1,2,2,2,2,2,02-04-22,,,,,,
STAFF-2303,43,SINGLE,FEMALE,13,10,TRAVEL_RARELY,EX-EMPLOYEES,NO,9,2,85,1372,9489,5346,1,3,1,2,13,2,3,8,7,4,3,1,3,02-12-20,,,,,,
STAFF-2304,32,DIVORCED,FEMALE,6,11,NON-TRAVEL,CURRENT EMPLOYEES,NO,2,3,76,862,14947,2827,3,1,3,3,12,3,3,1,1,1,0,0,0,05-08-23,,,,,,
STAFF-2305,56,DIVORCED,FEMALE,29,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,4,2,92,718,18575,19943,3,1,4,4,13,3,3,4,28,5,2,4,2,23-08-19,,,,,,
STAFF-2306,29,MARRIED,FEMALE,16,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,6,5,54,1401,26342,3131,3,4,2,1,13,3,3,1,10,10,8,0,8,14-05-14,,,,,,
STAFF-2307,19,SINGLE,MALE,7,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,4,54,645,7172,2552,3,1,3,3,25,3,4,1,1,1,1,0,0,22-08-23,,,,,,
STAFF-2308,45,MARRIED,FEMALE,18,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,7,2,83,1457,20100,4477,3,3,1,3,19,2,3,4,7,3,2,0,2,07-10-21,,,,,,
STAFF-2309,37,MARRIED,FEMALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,56,977,9961,6474,2,4,4,2,13,2,3,1,14,14,8,3,11,12-08-10,,,,,,
STAFF-2310,20,SINGLE,MALE,8,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,2,87,805,12828,3033,2,3,1,1,12,2,3,1,2,2,2,1,2,25-07-22,,,,,,
STAFF-2311,44,SINGLE,MALE,9,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,10,4,96,1097,10826,2936,3,3,3,3,11,3,3,1,6,6,4,0,2,10-02-18,,,,,,
STAFF-2312,53,DIVORCED,FEMALE,17,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,6,50,1223,18640,18606,3,3,4,2,18,3,3,3,26,7,7,4,7,08-08-17,,,,,,
STAFF-2313,29,MARRIED,FEMALE,6,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,15,2,69,942,26933,2168,1,4,2,1,18,2,3,0,6,5,4,1,3,24-11-19,,,,,,
STAFF-2314,22,MARRIED,MALE,9,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,3,5,48,1256,4223,2853,2,4,3,2,11,3,3,0,1,0,0,0,0,11-09-24,,,,,,
STAFF-2315,46,MARRIED,FEMALE,13,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,69,1402,24097,17048,3,1,3,1,23,3,4,8,28,26,15,15,9,24-09-98,,,,,,
STAFF-2316,44,SINGLE,MALE,8,8,NON-TRAVEL,CURRENT EMPLOYEES,NO,17,3,74,111,4279,2290,1,3,4,4,13,3,3,2,6,0,0,0,0,09-11-24,,,,,,
STAFF-2317,33,MARRIED,MALE,3,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,99,147,8429,3600,3,3,2,4,13,3,3,1,5,5,4,1,4,13-03-19,,,,,,
STAFF-2318,41,DIVORCED,MALE,7,8,NON-TRAVEL,EX-EMPLOYEES,NO,5,2,95,906,20293,2107,2,1,1,1,17,1,3,6,5,1,0,0,0,01-02-23,,,,,,
STAFF-2319,30,DIVORCED,MALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,29,3,61,1329,13192,4115,3,1,3,3,19,3,3,8,8,4,3,0,3,22-10-20,,,,,,
STAFF-2320,40,MARRIED,MALE,19,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,2,62,1184,25440,4327,3,2,2,4,12,3,3,5,5,0,0,0,0,22-01-24,,,,,,
STAFF-2321,50,MARRIED,FEMALE,18,5,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,3,30,1421,9490,17856,3,1,4,3,22,3,4,2,32,2,2,2,2,08-02-22,,,,,,
STAFF-2322,28,MARRIED,MALE,19,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,19,2,78,1179,12449,3196,2,1,4,3,12,3,3,1,6,6,5,3,3,02-11-18,,,,,,
STAFF-2323,46,MARRIED,MALE,7,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,15,2,52,1450,10849,19081,3,2,4,1,11,3,3,5,25,4,2,0,3,06-10-20,,,,,,
STAFF-2324,35,MARRIED,MALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,17,2,94,1361,21026,8966,3,1,3,4,15,3,3,3,15,7,7,1,7,01-10-17,,,,,,
STAFF-2325,24,MARRIED,FEMALE,7,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,17,3,97,984,3372,2210,3,2,4,1,13,1,3,1,1,1,0,0,0,09-04-23,,,,,,
STAFF-2326,33,MARRIED,FEMALE,18,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,25,3,82,1146,4905,4539,3,3,2,1,12,2,3,1,10,10,7,0,1,02-08-14,,,,,,
STAFF-2327,36,DIVORCED,MALE,9,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,6,4,60,917,6865,2741,1,3,3,3,14,3,3,1,7,7,7,1,7,09-07-17,,,,,,
